,Location,Range,Row,variable,value
3934,Location 4,5,4,Mg_sat,35.063820089257995
3935,Location 4,6,4,Mg_sat,-23.57179798011112
3936,Location 4,7,4,Mg_sat,59.37896519530522
3937,Location 4,8,4,Mg_sat,44.51248273259349
3938,Location 4,9,4,Mg_sat,-41.277908061869205
3939,Location 4,10,4,Mg_sat,38.9931558450786
3940,Location 4,1,5,Mg_sat,19.47562945581706
3941,Location 4,2,5,Mg_sat,14.85808179174403
3942,Location 4,3,5,Mg_sat,-6.892450959673916
3943,Location 4,4,5,Mg_sat,17.24834082062354
3944,Location 4,5,5,Mg_sat,39.27688885389304
3945,Location 4,6,5,Mg_sat,41.18787115741739
3946,Location 4,7,5,Mg_sat,-38.629251263333764
3947,Location 4,8,5,Mg_sat,-29.144636958732598
3948,Location 4,9,5,Mg_sat,-4.939327609637331
3949,Location 4,10,5,Mg_sat,-66.74731003691231
3950,Location 5,1,1,Mg_sat,61.15754240789169
3951,Location 5,2,1,Mg_sat,64.88364313916892
3952,Location 5,3,1,Mg_sat,37.16034486117805
3953,Location 5,4,1,Mg_sat,59.39404842341269
3954,Location 5,5,1,Mg_sat,59.96093869452337
3955,Location 5,6,1,Mg_sat,-43.71017070230094
3956,Location 5,7,1,Mg_sat,111.11995223803628
3957,Location 5,8,1,Mg_sat,47.074945445009206
3958,Location 5,9,1,Mg_sat,51.69543107674495
3959,Location 5,10,1,Mg_sat,41.813177761576334
3960,Location 5,1,2,Mg_sat,75.839740431629
3961,Location 5,2,2,Mg_sat,-72.49377740594565
3962,Location 5,3,2,Mg_sat,46.26745763409768
3963,Location 5,4,2,Mg_sat,-16.55764878944072
3964,Location 5,5,2,Mg_sat,-32.23017995970312
3965,Location 5,6,2,Mg_sat,-12.289266998614266
3966,Location 5,7,2,Mg_sat,-63.79506396029004
3967,Location 5,8,2,Mg_sat,-11.995121280043591
3968,Location 5,9,2,Mg_sat,18.979377439017437
3969,Location 5,10,2,Mg_sat,18.01709605510756
3970,Location 5,1,3,Mg_sat,98.0322425622828
3971,Location 5,2,3,Mg_sat,-25.083373120051576
3972,Location 5,3,3,Mg_sat,72.87508218374953
3973,Location 5,4,3,Mg_sat,-28.589262679129902
3974,Location 5,5,3,Mg_sat,-32.312626556248226
3975,Location 5,6,3,Mg_sat,29.147274279510633
3976,Location 5,7,3,Mg_sat,94.61378481046951
3977,Location 5,8,3,Mg_sat,100.79937129459624
3978,Location 5,9,3,Mg_sat,-9.807770004748235
3979,Location 5,10,3,Mg_sat,37.96476766064592
3980,Location 5,1,4,Mg_sat,2.1041172288217105
3981,Location 5,2,4,Mg_sat,24.11510129429583
3982,Location 5,3,4,Mg_sat,114.75627328280967
3983,Location 5,4,4,Mg_sat,114.55473920580278
3984,Location 5,5,4,Mg_sat,66.29299689364332
3985,Location 5,6,4,Mg_sat,-103.8423612395395
3986,Location 5,7,4,Mg_sat,-85.94784960710392
3987,Location 5,8,4,Mg_sat,-7.087724984645863
3988,Location 5,9,4,Mg_sat,-22.999907807836472
3989,Location 5,10,4,Mg_sat,-50.80388271783764
3990,Location 5,1,5,Mg_sat,-15.313188568265062
3991,Location 5,2,5,Mg_sat,69.78708671841989
3992,Location 5,3,5,Mg_sat,74.1700318022016
3993,Location 5,4,5,Mg_sat,91.23656583853655
3994,Location 5,5,5,Mg_sat,61.53694736432062
3995,Location 5,6,5,Mg_sat,-3.69103423286413
3996,Location 5,7,5,Mg_sat,4.143157238744045
3997,Location 5,8,5,Mg_sat,-36.45751636007393
3998,Location 5,9,5,Mg_sat,-29.025152122963554
3999,Location 5,10,5,Mg_sat,34.633150236063045
4000,Location 1,1,1,OM,-1.4376373931410167
4001,Location 1,2,1,OM,6.891511269999576
4002,Location 1,3,1,OM,5.227992576350387
4003,Location 1,4,1,OM,2.3128055890587422
4004,Location 1,5,1,OM,5.241259819830729
4005,Location 1,6,1,OM,13.76969124407107
4006,Location 1,7,1,OM,-0.4908484072249739
4007,Location 1,8,1,OM,4.399501395634649
4008,Location 1,9,1,OM,-1.0676654396012375
4009,Location 1,10,1,OM,2.4752903786813354
4010,Location 1,1,2,OM,-2.003618068912885
4011,Location 1,2,2,OM,2.232339764799046
4012,Location 1,3,2,OM,-3.6335953257716533
4013,Location 1,4,2,OM,10.018617804965382
4014,Location 1,5,2,OM,6.76207110665835
4015,Location 1,6,2,OM,10.292822911844587
4016,Location 1,7,2,OM,3.820469290941995
4017,Location 1,8,2,OM,6.622659498080369
4018,Location 1,9,2,OM,5.602708555425162
4019,Location 1,10,2,OM,4.9743848681372675
4020,Location 1,1,3,OM,1.6337950101542162
4021,Location 1,2,3,OM,0.42934262688132563
4022,Location 1,3,3,OM,8.34936773313347
4023,Location 1,4,3,OM,1.573351438384287
4024,Location 1,5,3,OM,2.17021433191398
4025,Location 1,6,3,OM,7.44088207866489
4026,Location 1,7,3,OM,5.26973327310885
4027,Location 1,8,3,OM,2.056621388041611
4028,Location 1,9,3,OM,5.673878114861503
4029,Location 1,10,3,OM,4.941372105620211
4030,Location 1,1,4,OM,6.761731536206776
4031,Location 1,2,4,OM,6.43090600698484
4032,Location 1,3,4,OM,-1.6469600226309669
4033,Location 1,4,4,OM,1.894753836346283
4034,Location 1,5,4,OM,-3.3491053727798676
4035,Location 1,6,4,OM,-1.0318027129829432
4036,Location 1,7,4,OM,6.498824708680329
4037,Location 1,8,4,OM,8.446326024161584
4038,Location 1,9,4,OM,3.2472570734567543
4039,Location 1,10,4,OM,0.9868196211031419
4040,Location 1,1,5,OM,-1.3703696703447767
4041,Location 1,2,5,OM,2.2666368008949855
4042,Location 1,3,5,OM,3.966190786100797
4043,Location 1,4,5,OM,7.677657990561363
4044,Location 1,5,5,OM,-2.508015922299323
4045,Location 1,6,5,OM,-3.663921177546366
4046,Location 1,7,5,OM,-0.38264796035666127
4047,Location 1,8,5,OM,2.4277459065223486
4048,Location 1,9,5,OM,4.926536095771695
4049,Location 1,10,5,OM,10.889035698983003
4050,Location 2,1,1,OM,4.072765146392398
4051,Location 2,2,1,OM,-2.6635315130995525
4052,Location 2,3,1,OM,-0.38567112962019534
4053,Location 2,4,1,OM,-2.7472705478173807
4054,Location 2,5,1,OM,-6.346812165580438
4055,Location 2,6,1,OM,-0.06470310871517304
4056,Location 2,7,1,OM,0.9071596011628795
4057,Location 2,8,1,OM,2.066595078166196
4058,Location 2,9,1,OM,1.4002142097494352
4059,Location 2,10,1,OM,5.603270138211897
4060,Location 2,1,2,OM,5.606794246190048
4061,Location 2,2,2,OM,7.533685887936734
4062,Location 2,3,2,OM,-2.8978910529628963
4063,Location 2,4,2,OM,1.123389263566858
4064,Location 2,5,2,OM,1.589073585172122
4065,Location 2,6,2,OM,4.088148600138766
4066,Location 2,7,2,OM,1.2916391651946966
4067,Location 2,8,2,OM,1.0877140260677036
4068,Location 2,9,2,OM,7.207849452487409
4069,Location 2,10,2,OM,0.7343879970894034
4070,Location 2,1,3,OM,9.831471988471359
4071,Location 2,2,3,OM,4.642467980266265
4072,Location 2,3,3,OM,4.352092366826661
4073,Location 2,4,3,OM,-1.5591727665504442
4074,Location 2,5,3,OM,-5.37863683003636
4075,Location 2,6,3,OM,4.759268999587211
4076,Location 2,7,3,OM,7.566184286880192
4077,Location 2,8,3,OM,0.41092662644127254
4078,Location 2,9,3,OM,2.104144349137661
4079,Location 2,10,3,OM,4.280263617613195
4080,Location 2,1,4,OM,9.108751243264207
4081,Location 2,2,4,OM,7.005172238012451
4082,Location 2,3,4,OM,1.3950091559785938
4083,Location 2,4,4,OM,0.5879177373381408
4084,Location 2,5,4,OM,-1.580730895719204
4085,Location 2,6,4,OM,4.59070283699316
4086,Location 2,7,4,OM,5.764759659779391
4087,Location 2,8,4,OM,10.457978162857973
4088,Location 2,9,4,OM,12.547404146054184
4089,Location 2,10,4,OM,-0.3408380974824392
4090,Location 2,1,5,OM,-0.6117888437570178
4091,Location 2,2,5,OM,15.269235268721093
4092,Location 2,3,5,OM,-0.2733695678416206
4093,Location 2,4,5,OM,7.158772373853607
4094,Location 2,5,5,OM,-4.830352794799346
4095,Location 2,6,5,OM,2.7070061971764905
4096,Location 2,7,5,OM,1.7570177426948648
4097,Location 2,8,5,OM,4.380218069060037
4098,Location 2,9,5,OM,3.39115843400734
4099,Location 2,10,5,OM,-0.6237839754666537
4100,Location 3,1,1,OM,0.01175000317409891
4101,Location 3,2,1,OM,2.9252148022784734
4102,Location 3,3,1,OM,5.76162496670346
4103,Location 3,4,1,OM,0.3709320379864618
4104,Location 3,5,1,OM,6.191569570387539
4105,Location 3,6,1,OM,-1.8027277511677098
4106,Location 3,7,1,OM,10.6076077046381
4107,Location 3,8,1,OM,-0.8918528629475682
4108,Location 3,9,1,OM,4.357976232205429
4109,Location 3,10,1,OM,5.7871895750731905
4110,Location 3,1,2,OM,-2.5915747662897934
4111,Location 3,2,2,OM,-0.9584624728032449
4112,Location 3,3,2,OM,-1.3331506806894553
4113,Location 3,4,2,OM,4.873401738516811
4114,Location 3,5,2,OM,5.727710206197681
4115,Location 3,6,2,OM,1.672050413620083
4116,Location 3,7,2,OM,8.225009378722666
4117,Location 3,8,2,OM,3.271497719001498
4118,Location 3,9,2,OM,8.738852018195443
4119,Location 3,10,2,OM,13.29072707853046
4120,Location 3,1,3,OM,5.012043137507137
4121,Location 3,2,3,OM,5.39983451604051
4122,Location 3,3,3,OM,2.849405648855549
4123,Location 3,4,3,OM,0.9266312777008223
4124,Location 3,5,3,OM,4.366424016794472
4125,Location 3,6,3,OM,1.3086236302290954
4126,Location 3,7,3,OM,-8.558512185804831
4127,Location 3,8,3,OM,1.5824872957752008
4128,Location 3,9,3,OM,3.932513849310299
4129,Location 3,10,3,OM,11.033710661578395
4130,Location 3,1,4,OM,-0.12535355706508744
4131,Location 3,2,4,OM,0.8296184892028173
4132,Location 3,3,4,OM,8.537562256465954
4133,Location 3,4,4,OM,1.3707756581500408
4134,Location 3,5,4,OM,6.782237224074871
4135,Location 3,6,4,OM,11.15699110199192
4136,Location 3,7,4,OM,6.852805826858469
4137,Location 3,8,4,OM,-4.589878235631579
4138,Location 3,9,4,OM,4.146533690193511
4139,Location 3,10,4,OM,-0.9093664471889693
4140,Location 3,1,5,OM,15.182520008567998
4141,Location 3,2,5,OM,8.655877481450409
4142,Location 3,3,5,OM,4.463009057611734
4143,Location 3,4,5,OM,3.5858664322824554
4144,Location 3,5,5,OM,-3.6471612859471256
4145,Location 3,6,5,OM,3.620853321076491
4146,Location 3,7,5,OM,5.697050637470653
4147,Location 3,8,5,OM,2.498197076450152
4148,Location 3,9,5,OM,1.2865043045211242
4149,Location 3,10,5,OM,2.2634511851275123
4150,Location 4,1,1,OM,-0.19780761666267122
4151,Location 4,2,1,OM,4.01130638179612
4152,Location 4,3,1,OM,11.306959699614534
4153,Location 4,4,1,OM,2.557480958877568
4154,Location 4,5,1,OM,1.970206093128023
4155,Location 4,6,1,OM,4.467540769265323
4156,Location 4,7,1,OM,3.819107188262603
4157,Location 4,8,1,OM,3.4575603811009494
4158,Location 4,9,1,OM,-0.6586309647495034
4159,Location 4,10,1,OM,6.224187781020838
4160,Location 4,1,2,OM,4.243543753841568
4161,Location 4,2,2,OM,2.4620757131444586
4162,Location 4,3,2,OM,7.440073138014505
4163,Location 4,4,2,OM,-5.9046269534930005
4164,Location 4,5,2,OM,-1.4272048152240404
4165,Location 4,6,2,OM,0.22948747534445602
4166,Location 4,7,2,OM,7.703146715820594
4167,Location 4,8,2,OM,-3.208506452133022
4168,Location 4,9,2,OM,-0.9979091792149029
4169,Location 4,10,2,OM,6.961795823583724
4170,Location 4,1,3,OM,10.335262788871916
4171,Location 4,2,3,OM,5.548447541108927
4172,Location 4,3,3,OM,-0.4935707606798738
4173,Location 4,4,3,OM,-2.2768804667769946
4174,Location 4,5,3,OM,1.3187409427081187
4175,Location 4,6,3,OM,2.8842767354272985
4176,Location 4,7,3,OM,5.056283377070951
4177,Location 4,8,3,OM,4.860786470907945
4178,Location 4,9,3,OM,1.507890193614225
4179,Location 4,10,3,OM,4.811436572226922
4180,Location 4,1,4,OM,1.2363470710393658
4181,Location 4,2,4,OM,0.44768831767363926
4182,Location 4,3,4,OM,3.282936452136969
4183,Location 4,4,4,OM,9.969221442222715
4184,Location 4,5,4,OM,0.02541152298157856
4185,Location 4,6,4,OM,0.03883525143859767
4186,Location 4,7,4,OM,4.162342761038861
4187,Location 4,8,4,OM,5.393809251997013
4188,Location 4,9,4,OM,2.525997128794949
4189,Location 4,10,4,OM,-0.34863798526830747
4190,Location 4,1,5,OM,7.150445768603964
4191,Location 4,2,5,OM,7.294762030521689
4192,Location 4,3,5,OM,-3.0431807184069304
4193,Location 4,4,5,OM,-2.7515186613858975
4194,Location 4,5,5,OM,4.040657393060583
4195,Location 4,6,5,OM,4.583867038627377
4196,Location 4,7,5,OM,11.031739184108288
4197,Location 4,8,5,OM,2.9238422553285504
4198,Location 4,9,5,OM,7.834643919589439
4199,Location 4,10,5,OM,10.26134583473896
4200,Location 5,1,1,OM,1.7022759717540745
4201,Location 5,2,1,OM,2.2615959532071317
4202,Location 5,3,1,OM,6.950601914746378
4203,Location 5,4,1,OM,-4.793692886855956
4204,Location 5,5,1,OM,5.315155020369952
4205,Location 5,6,1,OM,1.4146378698121567
4206,Location 5,7,1,OM,3.1945696092365266
4207,Location 5,8,1,OM,-0.7890481687153375
4208,Location 5,9,1,OM,6.5141735175530915
4209,Location 5,10,1,OM,-4.691935698978581
4210,Location 5,1,2,OM,1.83701760783298
4211,Location 5,2,2,OM,-4.72898417945553
4212,Location 5,3,2,OM,-0.5189539065981488
4213,Location 5,4,2,OM,3.5913981525920393
4214,Location 5,5,2,OM,7.777166962798871
4215,Location 5,6,2,OM,-1.8091367660308308
4216,Location 5,7,2,OM,4.544965247333208
4217,Location 5,8,2,OM,0.29657910761804507
4218,Location 5,9,2,OM,-0.7662317387370039
4219,Location 5,10,2,OM,1.2171144106591236
4220,Location 5,1,3,OM,5.467354522036253
4221,Location 5,2,3,OM,2.34409153068885
4222,Location 5,3,3,OM,7.260042833533572
4223,Location 5,4,3,OM,2.601771491736519
4224,Location 5,5,3,OM,-1.154103512024792
4225,Location 5,6,3,OM,1.9281370069732513
4226,Location 5,7,3,OM,1.8604478310226624
4227,Location 5,8,3,OM,2.843102441564518
4228,Location 5,9,3,OM,2.5575097845030212
4229,Location 5,10,3,OM,0.34062651002040134
4230,Location 5,1,4,OM,4.897283331767904
4231,Location 5,2,4,OM,5.076225826193374
4232,Location 5,3,4,OM,0.60674334548614
4233,Location 5,4,4,OM,-1.9727314625306014
4234,Location 5,5,4,OM,0.8917593924662093
4235,Location 5,6,4,OM,2.116982089987491
4236,Location 5,7,4,OM,0.487412926308326
4237,Location 5,8,4,OM,2.494675166911906
4238,Location 5,9,4,OM,0.5100126981934596
4239,Location 5,10,4,OM,7.249765569758656
4240,Location 5,1,5,OM,5.097785729989743
4241,Location 5,2,5,OM,0.22895877340988147
4242,Location 5,3,5,OM,2.1603977669100156
4243,Location 5,4,5,OM,-1.3272316206132273
4244,Location 5,5,5,OM,5.923928994372677
4245,Location 5,6,5,OM,3.469528346782997
4246,Location 5,7,5,OM,-0.03280118538240284
4247,Location 5,8,5,OM,-0.7192024989754651
4248,Location 5,9,5,OM,0.6014908404760715
4249,Location 5,10,5,OM,-0.9183054109965556
4250,Location 1,1,1,Clay,68.46519456588592
4251,Location 1,2,1,Clay,-14.254799466597593
4252,Location 1,3,1,Clay,40.367490989309125
4253,Location 1,4,1,Clay,13.02064951246939
4254,Location 1,5,1,Clay,136.32546543778534
4255,Location 1,6,1,Clay,101.37098634589776
4256,Location 1,7,1,Clay,-57.76696139711487
4257,Location 1,8,1,Clay,-82.3929064138424
4258,Location 1,9,1,Clay,56.55497023030219
4259,Location 1,10,1,Clay,84.01653763449492
4260,Location 1,1,2,Clay,15.225505700831276
4261,Location 1,2,2,Clay,-63.751799374624014
4262,Location 1,3,2,Clay,27.27626510405728
4263,Location 1,4,2,Clay,108.91581037333073
4264,Location 1,5,2,Clay,-23.410170456336573
4265,Location 1,6,2,Clay,-51.57125000852055
4266,Location 1,7,2,Clay,38.59444570678144
4267,Location 1,8,2,Clay,93.07857102136424
4268,Location 1,9,2,Clay,4.381027757200803
4269,Location 1,10,2,Clay,53.16851706074103
4270,Location 1,1,3,Clay,18.389535553668562
4271,Location 1,2,3,Clay,-5.332934488080397
4272,Location 1,3,3,Clay,98.23981382669564
4273,Location 1,4,3,Clay,-58.05236423043718
4274,Location 1,5,3,Clay,-6.417611492828847
4275,Location 1,6,3,Clay,29.752846598362275
4276,Location 1,7,3,Clay,89.20234277898035
4277,Location 1,8,3,Clay,32.86099129185064
4278,Location 1,9,3,Clay,50.05007126472231
4279,Location 1,10,3,Clay,29.622503158495217
4280,Location 1,1,4,Clay,22.440011567333144
4281,Location 1,2,4,Clay,48.43222230913753
4282,Location 1,3,4,Clay,-37.262335145716335
4283,Location 1,4,4,Clay,94.45061075497898
4284,Location 1,5,4,Clay,145.46293770248485
4285,Location 1,6,4,Clay,-67.01223430546537
4286,Location 1,7,4,Clay,13.677058579487685
4287,Location 1,8,4,Clay,33.364849768537894
4288,Location 1,9,4,Clay,-34.68491539073635
4289,Location 1,10,4,Clay,69.31261183349204
4290,Location 1,1,5,Clay,51.58980837734757
4291,Location 1,2,5,Clay,-71.8984721746941
4292,Location 1,3,5,Clay,-27.474583960121812
4293,Location 1,4,5,Clay,-51.04263915826978
4294,Location 1,5,5,Clay,65.72086554960481
4295,Location 1,6,5,Clay,146.81406485882394
4296,Location 1,7,5,Clay,-53.52007564005375
4297,Location 1,8,5,Clay,13.828263535804485
4298,Location 1,9,5,Clay,-25.869870629443817
4299,Location 1,10,5,Clay,26.580627599688103
4300,Location 2,1,1,Clay,14.07025938987307
4301,Location 2,2,1,Clay,25.897018265546
4302,Location 2,3,1,Clay,69.63140589973845
4303,Location 2,4,1,Clay,87.07868244168009
4304,Location 2,5,1,Clay,16.808277044374297
4305,Location 2,6,1,Clay,-1.6820532569815896
4306,Location 2,7,1,Clay,75.68344805415138
4307,Location 2,8,1,Clay,-1.7167087932979896
4308,Location 2,9,1,Clay,-48.999127206061985
4309,Location 2,10,1,Clay,-23.96126570751946
4310,Location 2,1,2,Clay,-55.76497215632075
4311,Location 2,2,2,Clay,-30.450323609964563
4312,Location 2,3,2,Clay,-18.929234367367293
4313,Location 2,4,2,Clay,67.43238030292683
4314,Location 2,5,2,Clay,10.859147831358712
4315,Location 2,6,2,Clay,110.03832527169692
4316,Location 2,7,2,Clay,-78.8650618122161
4317,Location 2,8,2,Clay,40.31126812940175
4318,Location 2,9,2,Clay,30.326851900781374
4319,Location 2,10,2,Clay,46.9570649438911
4320,Location 2,1,3,Clay,86.28134501722214
4321,Location 2,2,3,Clay,-57.43208251005167
4322,Location 2,3,3,Clay,76.46103927771767
4323,Location 2,4,3,Clay,37.30171475713653
4324,Location 2,5,3,Clay,-113.67495937456643
4325,Location 2,6,3,Clay,9.781870850868582
4326,Location 2,7,3,Clay,7.53217237467962
4327,Location 2,8,3,Clay,-44.05593557852384
4328,Location 2,9,3,Clay,-101.32501243658119
4329,Location 2,10,3,Clay,54.24859558736346
4330,Location 2,1,4,Clay,-21.325626733435577
4331,Location 2,2,4,Clay,116.43628305782984
4332,Location 2,3,4,Clay,-8.910756978916613
4333,Location 2,4,4,Clay,129.1242602840652
4334,Location 2,5,4,Clay,28.39847441774586
4335,Location 2,6,4,Clay,-3.7609751483738236
4336,Location 2,7,4,Clay,-70.34670657201357
4337,Location 2,8,4,Clay,51.873472053293135
4338,Location 2,9,4,Clay,-9.743080137173418
4339,Location 2,10,4,Clay,-40.0047021673622
4340,Location 2,1,5,Clay,67.39239103883142
4341,Location 2,2,5,Clay,-32.73641177918076
4342,Location 2,3,5,Clay,55.471507557649524
4343,Location 2,4,5,Clay,67.73254669283874
4344,Location 2,5,5,Clay,159.955842279026
4345,Location 2,6,5,Clay,55.15628701435655
4346,Location 2,7,5,Clay,36.25017750323886
4347,Location 2,8,5,Clay,67.53964680192918
4348,Location 2,9,5,Clay,55.21719144026366
4349,Location 2,10,5,Clay,94.80595766785441
4350,Location 3,1,1,Clay,70.21336699775104
4351,Location 3,2,1,Clay,2.0603655384774413
4352,Location 3,3,1,Clay,53.240751778468145
4353,Location 3,4,1,Clay,89.36408064896187
4354,Location 3,5,1,Clay,20.068453581265004
4355,Location 3,6,1,Clay,-64.006345473665
4356,Location 3,7,1,Clay,18.15434269710245
4357,Location 3,8,1,Clay,46.55540744981049
4358,Location 3,9,1,Clay,108.80660216713213
4359,Location 3,10,1,Clay,24.924401655164935
4360,Location 3,1,2,Clay,3.627845572077332
4361,Location 3,2,2,Clay,63.55125429125778
4362,Location 3,3,2,Clay,69.27548268988892
4363,Location 3,4,2,Clay,122.4993848652665
4364,Location 3,5,2,Clay,37.67636687607401
4365,Location 3,6,2,Clay,21.92218696489924
4366,Location 3,7,2,Clay,14.49037767328149
4367,Location 3,8,2,Clay,-19.421173543681526
4368,Location 3,9,2,Clay,-100.22768747005954
4369,Location 3,10,2,Clay,-128.25384708016878
4370,Location 3,1,3,Clay,50.33746077028274
4371,Location 3,2,3,Clay,13.646451564441689
4372,Location 3,3,3,Clay,5.324896247201188
4373,Location 3,4,3,Clay,57.9333729197148
4374,Location 3,5,3,Clay,105.59873553888579
4375,Location 3,6,3,Clay,122.58492477317417
4376,Location 3,7,3,Clay,-29.411821766162852
4377,Location 3,8,3,Clay,-30.94767562117682
4378,Location 3,9,3,Clay,30.436002925580617
4379,Location 3,10,3,Clay,138.31065800667164
4380,Location 3,1,4,Clay,-53.56642856836555
4381,Location 3,2,4,Clay,68.71862168107556
4382,Location 3,3,4,Clay,-1.6561241009228418
4383,Location 3,4,4,Clay,-50.18909397425867
4384,Location 3,5,4,Clay,71.57136671450914
4385,Location 3,6,4,Clay,-11.790334910059894
4386,Location 3,7,4,Clay,84.40220302153479
4387,Location 3,8,4,Clay,14.649510871886251
4388,Location 3,9,4,Clay,104.0921441931842
4389,Location 3,10,4,Clay,-37.09317168870821
4390,Location 3,1,5,Clay,-42.76808283031054
4391,Location 3,2,5,Clay,82.72646091779416
4392,Location 3,3,5,Clay,-91.0831342476709
4393,Location 3,4,5,Clay,15.898934093282755
4394,Location 3,5,5,Clay,66.13311619912872
4395,Location 3,6,5,Clay,-24.495224886019237
4396,Location 3,7,5,Clay,29.024298016678664
4397,Location 3,8,5,Clay,-54.76706127734539
4398,Location 3,9,5,Clay,18.088294279147398
4399,Location 3,10,5,Clay,-33.523647204615486
4400,Location 4,1,1,Clay,-25.87769863921357
4401,Location 4,2,1,Clay,226.46602133817828
4402,Location 4,3,1,Clay,-12.330875323329117
4403,Location 4,4,1,Clay,101.03528403572194
4404,Location 4,5,1,Clay,31.907175700710823
4405,Location 4,6,1,Clay,-33.882925646733675
4406,Location 4,7,1,Clay,135.5573229515289
4407,Location 4,8,1,Clay,66.9839435379425
4408,Location 4,9,1,Clay,-42.61373818466569
4409,Location 4,10,1,Clay,7.131896351162533
4410,Location 4,1,2,Clay,28.137528524612218
4411,Location 4,2,2,Clay,-11.545298643505138
4412,Location 4,3,2,Clay,120.39355082611107
4413,Location 4,4,2,Clay,23.992259842852878
4414,Location 4,5,2,Clay,-27.52499125778371
4415,Location 4,6,2,Clay,92.07092263932742
4416,Location 4,7,2,Clay,30.97132731836568
4417,Location 4,8,2,Clay,13.527337308826274
4418,Location 4,9,2,Clay,22.143378112227293
4419,Location 4,10,2,Clay,44.71783881253618
4420,Location 4,1,3,Clay,-47.39171002448067
4421,Location 4,2,3,Clay,-41.77736287089098
4422,Location 4,3,3,Clay,-20.222359554102603
4423,Location 4,4,3,Clay,-21.61107572181318
4424,Location 4,5,3,Clay,39.9259336072501
4425,Location 4,6,3,Clay,11.657226265810582
4426,Location 4,7,3,Clay,0.4218326864701716
4427,Location 4,8,3,Clay,-54.226658520804335
4428,Location 4,9,3,Clay,-15.330870734189041
4429,Location 4,10,3,Clay,-16.008548514575516
4430,Location 4,1,4,Clay,-12.087462751024802
4431,Location 4,2,4,Clay,-28.110647607302695
4432,Location 4,3,4,Clay,7.786141710486277
4433,Location 4,4,4,Clay,-102.71998907669538
4434,Location 4,5,4,Clay,-3.843222658817602
4435,Location 4,6,4,Clay,21.92713958337069
4436,Location 4,7,4,Clay,88.4009471492144
4437,Location 4,8,4,Clay,67.26840012732859
4438,Location 4,9,4,Clay,3.6443911815359282
4439,Location 4,10,4,Clay,18.292752324153927
4440,Location 4,1,5,Clay,-46.89405201998408
4441,Location 4,2,5,Clay,-42.428670114269586
4442,Location 4,3,5,Clay,-31.214517379474806
4443,Location 4,4,5,Clay,5.978415991207164
4444,Location 4,5,5,Clay,100.29769993049229
4445,Location 4,6,5,Clay,-54.751147186369295
4446,Location 4,7,5,Clay,15.166568299430978
4447,Location 4,8,5,Clay,40.6873246446801
4448,Location 4,9,5,Clay,84.62084070640704
4449,Location 4,10,5,Clay,74.08739787625132
4450,Location 5,1,1,Clay,-23.971429833801928
4451,Location 5,2,1,Clay,68.48858386494273
4452,Location 5,3,1,Clay,19.481625610309866
4453,Location 5,4,1,Clay,-24.397215482039115
4454,Location 5,5,1,Clay,-26.61503911502774
4455,Location 5,6,1,Clay,127.46788877742458
4456,Location 5,7,1,Clay,-102.40843389733712
4457,Location 5,8,1,Clay,-37.315757708574466
4458,Location 5,9,1,Clay,27.796300896715554
4459,Location 5,10,1,Clay,-110.98094445210137
4460,Location 5,1,2,Clay,138.55986077186873
4461,Location 5,2,2,Clay,27.94143942490833
4462,Location 5,3,2,Clay,79.56090247077793
4463,Location 5,4,2,Clay,66.34116909609948
4464,Location 5,5,2,Clay,18.989660761491976
4465,Location 5,6,2,Clay,-67.93778569294366
4466,Location 5,7,2,Clay,-32.83972262879496
4467,Location 5,8,2,Clay,50.229963091882645
4468,Location 5,9,2,Clay,34.23435192756093
4469,Location 5,10,2,Clay,61.18774028543028
4470,Location 5,1,3,Clay,-1.9399852004270883
4471,Location 5,2,3,Clay,57.037200690242614
4472,Location 5,3,3,Clay,-53.48777714804574
4473,Location 5,4,3,Clay,75.10179912060977
4474,Location 5,5,3,Clay,45.53515181521662
4475,Location 5,6,3,Clay,-163.52736152802873
4476,Location 5,7,3,Clay,-30.742803136430283
4477,Location 5,8,3,Clay,96.61207395248724
4478,Location 5,9,3,Clay,148.52323688466333
4479,Location 5,10,3,Clay,-4.011447846158553
4480,Location 5,1,4,Clay,135.3845408805447
4481,Location 5,2,4,Clay,18.278874019331
4482,Location 5,3,4,Clay,26.908244327537314
4483,Location 5,4,4,Clay,23.672979420952046
4484,Location 5,5,4,Clay,126.72313332631
4485,Location 5,6,4,Clay,-50.654108690974184
4486,Location 5,7,4,Clay,-33.299945875683576
4487,Location 5,8,4,Clay,23.723026872126816
4488,Location 5,9,4,Clay,74.10707230522365
4489,Location 5,10,4,Clay,-76.50737696815669
4490,Location 5,1,5,Clay,-59.809391688262025
4491,Location 5,2,5,Clay,-79.52712796374726
4492,Location 5,3,5,Clay,58.59290047386943
4493,Location 5,4,5,Clay,-42.36219138278022
4494,Location 5,5,5,Clay,-2.448765543521027
4495,Location 5,6,5,Clay,-137.13552070369252
4496,Location 5,7,5,Clay,-104.66193372633732
4497,Location 5,8,5,Clay,-35.05231009076944
4498,Location 5,9,5,Clay,-17.611530741254107
4499,Location 5,10,5,Clay,4.482362026020645
4500,Location 1,1,1,Silt,774.8742270700443
4501,Location 1,2,1,Silt,870.9159737386093
4502,Location 1,3,1,Silt,-999.8905588871169
4503,Location 1,4,1,Silt,-378.8863955326944
4504,Location 1,5,1,Silt,-51.50805880075024
4505,Location 1,6,1,Silt,71.48819324119481
